"laureate_id","Category","Affiliation_Name","Award_Year","Motivation","Date_Awarded","Award_City","Award_Country","Award_Lat","Award_Lon"
"831","Chemistry","University of California","2008","for the discovery and development of the green fluorescent protein, GFP","2008-10-08","San Diego, CA","USA",39.828175,-98.5795
"811","Physiology or Medicine","University of Utah","2007","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","2007-10-08","Salt Lake City, UT","USA",39.828175,-98.5795
"812","Physiology or Medicine","Cardiff University","2007","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","2007-10-08","Cardiff","United Kingdom",54.6,-2.0
"813","Physiology or Medicine","University of North Carolina","2007","for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells","2007-10-08","Chapel Hill, NC","USA",39.828175,-98.5795
"814","Physics","Universit&eacute; Paris-Sud","2007","for the discovery of Giant Magnetoresistance","2007-10-09","Orsay","France",47.0,2.0
"815","Physics","Forschungszentrum J&uuml;lich","2007","for the discovery of Giant Magnetoresistance","2007-10-09","Jülich","Germany",51.0,10.0
"818","Peace","","2007","for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change","2007-10-12","","","",""
"819","Peace","","2007","for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change","2007-10-12","","","",""
"817","Literature","","2007","that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny","2007-10-11","","","",""
"820","Economic Sciences","University of Minnesota","2007","for having laid the foundations of mechanism design theory","2007-10-15","Minneapolis, MN","USA",39.828175,-98.5795
"821","Economic Sciences","Institute for Advanced Study","2007","for having laid the foundations of mechanism design theory","2007-10-15","Princeton, NJ","USA",39.828175,-98.5795
"822","Economic Sciences","University of Chicago","2007","for having laid the foundations of mechanism design theory","2007-10-15","Chicago, IL","USA",39.828175,-98.5795
"816","Chemistry","Fritz-Haber-Institut der Max-Planck-Gesellschaft","2007","for his studies of chemical processes on solid surfaces","2007-10-10","Berlin","Germany",51.0,10.0
"802","Physiology or Medicine","Stanford University School of Medicine","2006","for their discovery of RNA interference - gene silencing by double-stranded RNA","2006-10-02","Stanford, CA","USA",39.828175,-98.5795
"803","Physiology or Medicine","University of Massachusetts Medical School","2006","for their discovery of RNA interference - gene silencing by double-stranded RNA","2006-10-02","Worcester, MA","USA",39.828175,-98.5795
"804","Physics","NASA Goddard Space Flight Center","2006","for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation","2006-10-03","Greenbelt, MD","USA",39.828175,-98.5795
"805","Physics","University of California","2006","for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation","2006-10-03","Berkeley, CA","USA",39.828175,-98.5795
"809","Peace","","2006","for their efforts to create economic and social development from below","2006-10-13","","","",""
"810","Peace","","2006","for their efforts to create economic and social development from below","2006-10-13","","","",""
"808","Literature","","2006","who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures","2006-10-12","","","",""
"807","Economic Sciences","Columbia University","2006","for his analysis of intertemporal tradeoffs in macroeconomic policy","2006-10-09","New York, NY","USA",39.828175,-98.5795
"806","Chemistry","Stanford University","2006","for his studies of the molecular basis of eukaryotic transcription","2006-10-04","Stanford, CA","USA",39.828175,-98.5795
"789","Physiology or Medicine","NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre","2005","for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease","2005-10-03","Nedlands","Australia",-28.0,137.0
"790","Physiology or Medicine","","2005","for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease","2005-10-03","","","",""
"791","Physics","Harvard University","2005","for his contribution to the quantum theory of optical coherence","2005-10-04","Cambridge, MA","USA",39.828175,-98.5795
"792","Physics","University of Colorado, JILA","2005","for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","2005-10-04","Boulder, CO","USA",39.828175,-98.5795
"793","Physics","Max Planck Institute of Quantum Optics","2005","for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique","2005-10-04","Garching","Germany",51.0,10.0
"797","Peace","","2005","for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way","2005-10-07","","","",""
"798","Peace","","2005","for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way","2005-10-07","","","",""
"801","Literature","","2005","who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms","2005-10-13","","","",""
"799","Economic Sciences","University of Jerusalem, Center for RationalityHebrew","2005","for having enhanced our understanding of conflict and cooperation through game-theory analysis","2005-10-10","Jerusalem","Israel",31.0,35.0
"800","Economic Sciences","University of Maryland, Department of Economics and School of Public Policy","2005","for having enhanced our understanding of conflict and cooperation through game-theory analysis","2005-10-10","College Park, MD","USA",39.828175,-98.5795
"794","Chemistry","Institut Français du Pétrole","2005","for the development of the metathesis method in organic synthesis","2005-10-05","Rueil-Malmaison","France",47.0,2.0
"795","Chemistry","California Institute of Technology (Caltech)","2005","for the development of the metathesis method in organic synthesis","2005-10-05","Pasadena, CA","USA",39.828175,-98.5795
"796","Chemistry","Massachusetts Institute of Technology (MIT)","2005","for the development of the metathesis method in organic synthesis","2005-10-05","Cambridge, MA","USA",39.828175,-98.5795
"774","Physiology or Medicine","Columbia University","2004","for their discoveries of odorant receptors and the organization of the olfactory system","2004-10-04","New York, NY","USA",39.828175,-98.5795
"775","Physiology or Medicine","Fred Hutchinson Cancer Research Center","2004","for their discoveries of odorant receptors and the organization of the olfactory system","2004-10-04","Seattle, WA","USA",39.828175,-98.5795
"776","Physics","University of California, Kavli Institute for Theoretical Physics","2004","for the discovery of asymptotic freedom in the theory of the strong interaction","2004-10-05","Santa Barbara, CA","USA",39.828175,-98.5795
"777","Physics","California Institute of Technology (Caltech)","2004","for the discovery of asymptotic freedom in the theory of the strong interaction","2004-10-05","Pasadena, CA","USA",39.828175,-98.5795
"778","Physics","Massachusetts Institute of Technology (MIT)","2004","for the discovery of asymptotic freedom in the theory of the strong interaction","2004-10-05","Cambridge, MA","USA",39.828175,-98.5795
"783","Peace","","2004","for her contribution to sustainable development, democracy and peace","2004-10-08","","","",""
"782","Literature","","2004","for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power","2004-10-07","","","",""
"786","Economic Sciences","Carnegie Mellon University","2004","for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles","2004-10-11","Pittsburgh, PA","USA",39.828175,-98.5795
